latitude,longitude,pm10,pm25,temp,humid,timestamp
18.801686,98.953549,42.0,36.0,31.0,49.0,2024-01-30 01:00:00
18.801686,98.953549,42.25,36.25,30.75,49.0,2024-01-30 02:00:00
18.801686,98.953549,42.39,36.39,30.61,49.0,2024-01-30 03:00:00
18.801686,98.953549,42.72,36.72,30.28,49.0,2024-01-30 04:00:00
18.801686,98.953549,42.89,36.89,30.11,49.0,2024-01-30 05:00:00
18.801686,98.953549,42.89,36.89,30.0,49.0,2024-01-30 06:00:00
18.801686,98.953549,42.78,36.78,30.0,49.0,2024-01-30 07:00:00
18.801686,98.953549,42.89,36.78,30.0,49.0,2024-01-30 08:00:00
18.801686,98.953549,43.33,37.0,30.0,49.0,2024-01-30 09:00:00
18.801686,98.953549,44.33,37.55,30.22,49.0,2024-01-30 10:00:00
18.801686,98.953549,45.22,38.0,30.78,49.0,2024-01-30 11:00:00
18.801686,98.953549,45.78,38.33,31.67,49.0,2024-01-30 12:00:00
18.801686,98.953549,45.22,38.0,32.45,49.0,2024-01-30 13:00:00
18.801686,98.953549,44.33,37.55,32.89,49.0,2024-01-30 14:00:00
18.801686,98.953549,43.78,37.22,33.11,49.0,2024-01-30 15:00:00
18.801686,98.953549,44.0,37.33,33.22,49.0,2024-01-30 16:00:00
18.801686,98.953549,44.89,37.89,33.33,49.0,2024-01-30 17:00:00
18.801686,98.953549,45.78,38.56,33.22,49.0,2024-01-30 18:00:00
18.801686,98.953549,46.11,38.89,33.0,49.0,2024-01-30 19:00:00
18.801686,98.953549,45.45,38.44,32.56,49.0,2024-01-30 20:00:00
18.801686,98.953549,44.11,37.33,32.0,49.0,2024-01-30 21:00:00
18.801686,98.953549,41.78,35.55,31.44,49.0,2024-01-30 22:00:00
18.801686,98.953549,38.0,32.78,31.11,49.0,2024-01-30 23:00:00
18.801686,98.953549,32.11,28.55,30.89,49.56,2024-01-31 00:00:00
18.801686,98.953549,26.22,24.0,30.67,50.67,2024-01-31 01:00:00
18.801686,98.953549,21.22,19.89,30.33,52.33,2024-01-31 02:00:00
18.801686,98.953549,18.33,17.22,30.11,53.44,2024-01-31 03:00:00
18.801686,98.953549,17.44,16.44,29.89,54.0,2024-01-31 04:00:00
18.801686,98.953549,18.22,17.22,29.67,54.0,2024-01-31 05:00:00
18.801686,98.953549,20.11,19.11,29.22,54.0,2024-01-31 06:00:00
18.801686,98.953549,22.44,21.22,28.78,54.0,2024-01-31 07:00:00
18.801686,98.953549,26.44,24.45,28.44,54.0,2024-01-31 08:00:00
18.801686,98.953549,31.55,28.34,28.44,54.0,2024-01-31 09:00:00
18.801686,98.953549,35.67,31.34,28.67,54.0,2024-01-31 10:00:00
18.801686,98.953549,36.22,31.89,29.0,54.0,2024-01-31 11:00:00
18.801686,98.953549,33.22,29.78,29.55,54.0,2024-01-31 12:00:00
18.801686,98.953549,28.56,26.44,30.33,54.0,2024-01-31 13:00:00
18.801686,98.953549,24.33,23.0,31.33,54.0,2024-01-31 14:00:00
18.801686,98.953549,21.22,20.22,32.22,54.0,2024-01-31 15:00:00
18.801686,98.953549,19.0,18.0,33.0,54.0,2024-01-31 16:00:00
18.801686,98.953549,17.11,16.11,33.56,54.0,2024-01-31 17:00:00
18.801686,98.953549,15.55,14.67,33.67,54.0,2024-01-31 18:00:00
18.801686,98.953549,14.44,13.67,33.33,54.0,2024-01-31 19:00:00
18.801686,98.953549,13.11,12.56,32.67,54.0,2024-01-31 20:00:00
18.801686,98.953549,12.22,11.67,32.11,54.0,2024-01-31 21:00:00
18.801686,98.953549,11.11,10.56,31.56,54.0,2024-01-31 22:00:00
18.801686,98.953549,10.78,10.11,30.89,54.0,2024-01-31 23:00:00
18.801686,98.953549,9.66,9.11,30.11,54.0,2024-02-01 00:00:00
18.801686,98.953549,9.0,8.56,29.44,54.0,2024-02-01 01:00:00
18.801686,98.953549,8.44,8.0,29.0,54.0,2024-02-01 02:00:00
18.801686,98.953549,8.78,8.11,28.67,54.0,2024-02-01 03:00:00
18.801686,98.953549,9.33,8.44,28.22,54.0,2024-02-01 04:00:00
18.801686,98.953549,10.11,9.11,27.78,54.0,2024-02-01 05:00:00
18.801686,98.953549,11.0,10.0,27.33,54.0,2024-02-01 06:00:00
18.801686,98.953549,12.11,11.0,27.11,54.0,2024-02-01 07:00:00
18.801686,98.953549,14.0,12.67,27.11,54.0,2024-02-01 08:00:00
18.801686,98.953549,17.11,15.44,27.44,54.0,2024-02-01 09:00:00
18.801686,98.953549,21.33,19.44,28.11,54.0,2024-02-01 10:00:00
18.801686,98.953549,25.11,23.11,29.0,54.0,2024-02-01 11:00:00
18.801686,98.953549,26.78,24.78,29.89,54.0,2024-02-01 12:00:00
18.801686,98.953549,25.67,23.78,30.67,54.0,2024-02-01 13:00:00
18.801686,98.953549,22.22,20.55,31.22,54.0,2024-02-01 14:00:00
18.801686,98.953549,19.11,17.67,31.78,54.0,2024-02-01 15:00:00
18.801686,98.953549,17.22,15.78,32.22,54.0,2024-02-01 16:00:00
18.801686,98.953549,16.78,15.22,32.67,54.0,2024-02-01 17:00:00
18.801686,98.953549,15.78,14.22,32.78,54.0,2024-02-01 18:00:00
18.801686,98.953549,14.44,13.11,32.56,54.0,2024-02-01 19:00:00
