latitude,longitude,pm10,pm25,temp,humid,timestamp
18.858264,99.179698,43.0,37.0,31.0,42.0,2024-01-30 01:00:00
18.858264,99.179698,42.5,36.5,30.75,42.25,2024-01-30 02:00:00
18.858264,99.179698,41.78,36.0,30.61,42.5,2024-01-30 03:00:00
18.858264,99.179698,39.67,34.56,30.28,42.94,2024-01-30 04:00:00
18.858264,99.179698,36.44,32.45,30.11,43.33,2024-01-30 05:00:00
18.858264,99.179698,33.22,30.34,30.0,43.56,2024-01-30 06:00:00
18.858264,99.179698,31.67,29.34,30.0,43.78,2024-01-30 07:00:00
18.858264,99.179698,32.78,30.22,30.0,43.89,2024-01-30 08:00:00
18.858264,99.179698,36.56,32.78,30.11,44.0,2024-01-30 09:00:00
18.858264,99.179698,41.67,36.11,30.44,43.78,2024-01-30 10:00:00
18.858264,99.179698,46.89,39.44,30.89,43.44,2024-01-30 11:00:00
18.858264,99.179698,49.89,41.44,31.33,42.78,2024-01-30 12:00:00
18.858264,99.179698,51.0,42.11,31.67,42.0,2024-01-30 13:00:00
18.858264,99.179698,50.56,41.78,32.11,40.78,2024-01-30 14:00:00
18.858264,99.179698,49.89,41.11,32.67,39.44,2024-01-30 15:00:00
18.858264,99.179698,48.67,40.44,33.22,38.11,2024-01-30 16:00:00
18.858264,99.179698,47.89,40.11,33.67,37.22,2024-01-30 17:00:00
18.858264,99.179698,48.22,40.78,33.78,36.89,2024-01-30 18:00:00
18.858264,99.179698,50.11,42.22,33.67,37.22,2024-01-30 19:00:00
18.858264,99.179698,52.22,43.78,33.22,38.0,2024-01-30 20:00:00
18.858264,99.179698,53.78,44.78,32.67,39.11,2024-01-30 21:00:00
18.858264,99.179698,54.89,45.44,32.0,40.11,2024-01-30 22:00:00
18.858264,99.179698,55.45,45.55,31.44,40.89,2024-01-30 23:00:00
18.858264,99.179698,55.56,45.33,31.11,41.22,2024-01-31 00:00:00
18.858264,99.179698,54.89,44.67,31.0,41.55,2024-01-31 01:00:00
18.858264,99.179698,54.15,44.11,30.96,42.04,2024-01-31 02:00:00
18.858264,99.179698,53.26,43.56,30.85,42.7,2024-01-31 03:00:00
18.858264,99.179698,52.15,42.89,30.63,43.26,2024-01-31 04:00:00
18.858264,99.179698,49.96,41.44,30.37,43.52,2024-01-31 05:00:00
18.858264,99.179698,46.58,39.11,30.09,43.69,2024-01-31 06:00:00
18.858264,99.179698,41.85,35.78,29.81,43.96,2024-01-31 07:00:00
18.858264,99.179698,37.17,32.33,29.61,44.39,2024-01-31 08:00:00
18.858264,99.179698,32.78,28.89,29.61,44.5,2024-01-31 09:00:00
18.858264,99.179698,28.94,25.56,29.94,43.83,2024-01-31 10:00:00
18.858264,99.179698,25.07,22.26,30.42,42.32,2024-01-31 11:00:00
18.858264,99.179698,21.63,19.48,30.92,40.04,2024-01-31 12:00:00
18.858264,99.179698,19.07,17.7,31.31,37.09,2024-01-31 13:00:00
18.858264,99.179698,17.15,16.3,31.85,33.63,2024-01-31 14:00:00
18.858264,99.179698,15.48,14.85,32.52,30.3,2024-01-31 15:00:00
18.858264,99.179698,13.88,13.12,33.23,27.9,2024-01-31 16:00:00
18.858264,99.179698,12.93,11.96,33.51,27.07,2024-01-31 17:00:00
18.858264,99.179698,12.78,11.56,33.33,27.56,2024-01-31 18:00:00
18.858264,99.179698,13.2,11.8,32.8,28.8,2024-01-31 19:00:00
18.858264,99.179698,13.8,12.2,32.2,30.2,2024-01-31 20:00:00
18.858264,99.179698,14.44,12.74,31.59,31.63,2024-01-31 21:00:00
18.858264,99.179698,15.18,13.56,30.97,33.12,2024-01-31 22:00:00
18.858264,99.179698,16.04,14.81,30.33,34.7,2024-01-31 23:00:00
18.858264,99.179698,17.0,16.04,29.74,36.26,2024-02-01 00:00:00
18.858264,99.179698,17.89,16.92,29.3,37.59,2024-02-01 01:00:00
18.858264,99.179698,18.22,16.92,28.96,38.59,2024-02-01 02:00:00
18.858264,99.179698,18.11,16.78,28.67,39.22,2024-02-01 03:00:00
18.858264,99.179698,17.56,16.33,28.33,39.67,2024-02-01 04:00:00
18.858264,99.179698,17.45,16.45,28.0,40.0,2024-02-01 05:00:00
18.858264,99.179698,17.11,16.11,27.67,40.22,2024-02-01 06:00:00
18.858264,99.179698,17.34,16.34,27.22,40.55,2024-02-01 07:00:00
18.858264,99.179698,17.34,16.34,27.0,40.78,2024-02-01 08:00:00
18.858264,99.179698,18.0,16.89,27.11,41.0,2024-02-01 09:00:00
18.858264,99.179698,19.34,18.11,27.89,40.67,2024-02-01 10:00:00
18.858264,99.179698,21.45,20.0,28.89,39.78,2024-02-01 11:00:00
18.858264,99.179698,23.45,21.89,29.89,38.22,2024-02-01 12:00:00
