latitude,longitude,pm10,pm25,temp,humid,timestamp
18.762817,99.002805,50.0,48.0,28.0,56.0,2024-01-30 01:00:00
18.762817,99.002805,51.75,48.5,28.0,56.5,2024-01-30 02:00:00
18.762817,99.002805,52.39,48.67,27.89,56.78,2024-01-30 03:00:00
18.762817,99.002805,53.95,49.11,27.78,57.22,2024-01-30 04:00:00
18.762817,99.002805,54.11,49.22,27.67,57.22,2024-01-30 05:00:00
18.762817,99.002805,55.22,50.55,27.67,57.22,2024-01-30 06:00:00
18.762817,99.002805,57.67,53.44,27.56,57.55,2024-01-30 07:00:00
18.762817,99.002805,62.11,57.89,27.33,58.33,2024-01-30 08:00:00
18.762817,99.002805,66.22,61.45,27.22,58.78,2024-01-30 09:00:00
18.762817,99.002805,68.78,63.45,27.33,58.67,2024-01-30 10:00:00
18.762817,99.002805,68.89,63.45,27.78,57.45,2024-01-30 11:00:00
18.762817,99.002805,67.22,62.22,28.33,55.89,2024-01-30 12:00:00
18.762817,99.002805,64.33,59.67,29.0,53.78,2024-01-30 13:00:00
18.762817,99.002805,60.78,56.55,29.56,52.11,2024-01-30 14:00:00
18.762817,99.002805,57.89,53.89,29.89,50.78,2024-01-30 15:00:00
18.762817,99.002805,54.78,51.44,30.11,49.89,2024-01-30 16:00:00
18.762817,99.002805,53.89,50.78,30.22,49.67,2024-01-30 17:00:00
18.762817,99.002805,55.89,52.11,30.22,50.33,2024-01-30 18:00:00
18.762817,99.002805,61.0,56.33,29.89,52.22,2024-01-30 19:00:00
18.762817,99.002805,65.89,60.11,29.44,54.0,2024-01-30 20:00:00
18.762817,99.002805,66.89,61.89,29.11,55.0,2024-01-30 21:00:00
18.762817,99.002805,65.33,60.67,28.78,55.78,2024-01-30 22:00:00
18.762817,99.002805,60.11,56.55,28.33,57.0,2024-01-30 23:00:00
18.762817,99.002805,53.55,50.0,27.67,58.89,2024-01-31 00:00:00
18.762817,99.002805,45.0,42.0,27.22,59.78,2024-01-31 01:00:00
18.762817,99.002805,37.22,34.56,26.89,59.89,2024-01-31 02:00:00
18.762817,99.002805,31.33,29.33,26.67,59.5,2024-01-31 03:00:00
18.762817,99.002805,29.44,27.67,26.33,59.78,2024-01-31 04:00:00
18.762817,99.002805,32.55,30.56,26.11,60.17,2024-01-31 05:00:00
18.762817,99.002805,36.55,34.11,25.89,60.56,2024-01-31 06:00:00
18.762817,99.002805,39.11,36.67,25.56,60.83,2024-01-31 07:00:00
18.762817,99.002805,38.78,36.11,25.11,61.33,2024-01-31 08:00:00
18.762817,99.002805,39.36,36.14,24.86,61.47,2024-01-31 09:00:00
18.762817,99.002805,39.55,35.33,25.11,60.44,2024-01-31 10:00:00
18.762817,99.002805,38.28,33.83,25.72,57.94,2024-01-31 11:00:00
18.762817,99.002805,34.5,30.5,26.5,54.5,2024-01-31 12:00:00
18.762817,99.002805,30.39,26.94,27.39,50.72,2024-01-31 13:00:00
18.762817,99.002805,26.61,23.44,28.45,46.89,2024-01-31 14:00:00
18.762817,99.002805,22.86,19.86,29.7,42.97,2024-01-31 15:00:00
18.762817,99.002805,18.6,16.39,30.72,39.54,2024-01-31 16:00:00
18.762817,99.002805,15.17,13.89,31.33,37.17,2024-01-31 17:00:00
18.762817,99.002805,13.92,13.22,31.33,36.42,2024-01-31 18:00:00
18.762817,99.002805,14.75,14.0,31.0,36.75,2024-01-31 19:00:00
18.762817,99.002805,16.62,15.5,30.5,37.62,2024-01-31 20:00:00
18.762817,99.002805,18.5,17.0,30.0,38.5,2024-01-31 21:00:00
18.762817,99.002805,20.38,18.5,29.5,39.38,2024-01-31 22:00:00
18.762817,99.002805,22.25,20.0,29.0,40.25,2024-01-31 23:00:00
18.762817,99.002805,24.14,21.67,28.56,41.47,2024-02-01 00:00:00
18.762817,99.002805,25.72,23.11,28.11,42.83,2024-02-01 01:00:00
18.762817,99.002805,26.57,24.17,27.72,44.35,2024-02-01 02:00:00
18.762817,99.002805,26.22,24.11,27.33,45.22,2024-02-01 03:00:00
18.762817,99.002805,24.89,23.33,27.0,46.0,2024-02-01 04:00:00
18.762817,99.002805,23.44,22.11,26.67,46.89,2024-02-01 05:00:00
18.762817,99.002805,22.44,21.22,26.22,48.33,2024-02-01 06:00:00
18.762817,99.002805,22.78,21.33,25.78,49.78,2024-02-01 07:00:00
18.762817,99.002805,23.78,22.0,25.44,50.44,2024-02-01 08:00:00
18.762817,99.002805,26.44,23.78,25.55,50.11,2024-02-01 09:00:00
18.762817,99.002805,28.89,25.44,26.0,49.11,2024-02-01 10:00:00
18.762817,99.002805,30.89,27.11,26.67,47.67,2024-02-01 11:00:00
18.762817,99.002805,29.78,26.67,27.33,45.89,2024-02-01 12:00:00
18.762817,99.002805,26.44,24.11,26.06,43.11,2024-02-01 13:00:00
18.762817,99.002805,21.56,20.0,24.91,39.78,2024-02-01 14:00:00
18.762817,99.002805,17.17,16.11,22.03,36.22,2024-02-01 15:00:00
18.762817,99.002805,14.22,13.56,20.86,33.33,2024-02-01 16:00:00
18.762817,99.002805,12.83,12.22,19.47,31.33,2024-02-01 17:00:00
18.762817,99.002805,12.67,12.0,19.16,30.33,2024-02-01 18:00:00
18.762817,99.002805,14.61,13.78,20.88,30.78,2024-02-01 19:00:00
18.762817,99.002805,19.33,18.22,22.27,32.78,2024-02-01 20:00:00
18.762817,99.002805,26.63,24.89,26.02,36.0,2024-02-01 21:00:00
