latitude,longitude,pm10,pm25,temp,humid,timestamp
18.808056,98.954797,34.0,29.0,27.0,82.0,2024-01-30 01:00:00
18.808056,98.954797,34.5,29.0,27.0,82.5,2024-01-30 02:00:00
18.808056,98.954797,35.22,29.22,27.0,83.0,2024-01-30 03:00:00
18.808056,98.954797,36.67,29.67,27.0,84.11,2024-01-30 04:00:00
18.808056,98.954797,37.67,30.11,27.0,85.0,2024-01-30 05:00:00
18.808056,98.954797,37.55,29.89,27.0,85.44,2024-01-30 06:00:00
18.808056,98.954797,36.55,29.22,26.89,85.44,2024-01-30 07:00:00
18.808056,98.954797,36.33,29.0,26.67,85.33,2024-01-30 08:00:00
18.808056,98.954797,37.11,29.56,26.44,85.55,2024-01-30 09:00:00
18.808056,98.954797,39.44,31.22,26.44,85.89,2024-01-30 10:00:00
18.808056,98.954797,41.67,32.89,26.78,85.89,2024-01-30 11:00:00
18.808056,98.954797,43.78,34.44,27.22,84.33,2024-01-30 12:00:00
18.808056,98.954797,44.08,34.53,27.65,81.36,2024-01-30 13:00:00
18.808056,98.954797,43.33,33.58,27.84,78.02,2024-01-30 14:00:00
18.808056,98.954797,42.16,32.34,27.88,76.11,2024-01-30 15:00:00
18.808056,98.954797,41.48,31.61,27.78,75.61,2024-01-30 16:00:00
18.808056,98.954797,41.22,31.41,27.67,75.91,2024-01-30 17:00:00
18.808056,98.954797,40.96,31.22,27.57,76.22,2024-01-30 18:00:00
18.808056,98.954797,40.7,31.02,27.46,76.52,2024-01-30 19:00:00
18.808056,98.954797,40.43,30.83,27.35,76.83,2024-01-30 20:00:00
18.808056,98.954797,40.17,30.63,27.24,77.13,2024-01-30 21:00:00
18.808056,98.954797,39.91,30.43,27.13,77.43,2024-01-30 22:00:00
18.808056,98.954797,39.65,30.24,27.02,77.74,2024-01-30 23:00:00
18.808056,98.954797,39.39,30.04,26.91,78.04,2024-01-31 00:00:00
18.808056,98.954797,39.13,29.85,26.8,78.35,2024-01-31 01:00:00
